Anim	Standing	Active	Lying	%HeadDown	DFL1	DFL2	DFL3	DFA12	DFA123	DBL1	DBL2	DBL3	DBA12	DBA123	X_Act	Y_Act	Steps	distance(m)	VarXY	DiffXY	MeanXY	prev_Active1	prev_Active2	prev_Active3	prev_Standing1	prev_Standing2	prev_Standing3	prev_Lying1	prev_Lying2	prev_Lying3	prev_steps1	prev_steps2	prev_steps3	prev_headdown1	prev_headdown2	prev_headdown3	Activity
a14	0.7466	0.2534	0	78	38.1	12.9	45.9	88.9	147.1	171.1	140.7	149.7	230.6	243.4	122	14	59	8.67	76.36753236814714	108	68	0.093	0.0244	0.0754	0.907	0.9756	0.9246	0	0	0	19	3	14	94	97	85	G
a14	0.9376	0.0624	0	89	32.5	7.1	199.3	72.1	270	6.2	6.4	56.1	11.1	64.1	52	137	13	39.72	60.10407640085654	85	94.5	0.2534	0.093	0.0244	0.7466	0.907	0.9756	0	0	0	59	19	3	78	94	97	R
a11	0.1602	0.067	0.7726	18	89.8	72.6	85	109.2	136.3	69	183.4	45.9	266.9	442.2	77	22	9	6.29	38.890872965260115	55	49.5	0.333	0.187	0.273	0.607	0.813	0.727	0.06	0	0	64	34	52	69	68	63	R
a11	0.0096	0.0112	0.9792	5	57.3	60.2	47.2	89.2	114.9	83.6	80.9	6.7	98.2	185.7	43	10	1	2.54	23.33452377915607	33	26.5	0.067	0.333	0.187	0.1602	0.607	0.813	0.7726	0.06	0	9	64	34	18	69	68	R
a11	0.087	0.0524	0.8604	23	40.2	37.4	162.9	76.6	202.2	166.1	166.1	53.4	171.3	336.6	46	9	8	1.81	26.16295090390226	37	27.5	0.0112	0.067	0.333	0.0096	0.1602	0.607	0.9792	0.7726	0.06	1	9	64	5	18	69	R
a11	0.0016	0.0024	0.9958	8	167	72.4	169.9	324.6	485.4	1.1	4.5	167.9	5	176.9	23	5	0	1.64	12.727922061357855	18	14	0.0524	0.0112	0.067	0.087	0.0096	0.1602	0.8604	0.9792	0.7726	8	1	9	23	5	18	R
a11	0.002	0.0112	0.9866	2	31.4	4.4	2	66.4	71.7	74.4	228.9	78.6	309.3	547.8	14	2	2	4	8.48528137423857	12	8	0.0024	0.0524	0.0112	0.0016	0.087	0.0096	0.9958	0.8604	0.9792	0	8	1	8	23	5	R
a11	0.117	0.0572	0.8258	19	72.3	81.7	167	103.1	271.8	191.9	83	166.6	363.9	528.5	57	26	9	5.12	21.920310216782973	31	41.5	0.0112	0.0024	0.0524	0.002	0.0016	0.087	0.9866	0.9958	0.8604	2	0	8	2	8	23	R
a11	0	0	1	83	189.9	168.3	82.7	216.6	384.7	165.8	3.4	8.9	332.2	339.4	15	3	0	2.66	8.48528137423857	12	9	0.0572	0.0112	0.0024	0.117	0.002	0.0016	0.8258	0.9866	0.9958	9	2	0	19	2	8	R
a11	0.2284	0.1082	0.6632	78	169.2	179.9	165.5	189.5	212.5	86.7	195.9	169.2	290.1	317.3	20	2	18	3.33	12.727922061357855	18	11	0	0.0572	0.0112	0	0.117	0.002	1	0.8258	0.9866	0	9	2	83	19	2	R
a11	0.43	0.2576	0.3124	10	45.9	169.7	67	190.6	351.9	33.1	168	1.7	176.7	346.3	66	28	39	3.11	26.87005768508881	38	47	0.1082	0	0.0572	0.2284	0	0.117	0.6632	1	0.8258	18	0	9	78	83	19	R
a6	0.02	0.0738	0.9062	0	178.3	83.6	204.1	357	540.8	53.6	78.7	173.4	85.3	225	2	0	19	6.66	1.4142135623730951	2	1	0.117	0.0858	0.2462	0.883	0.7376	0.7538	0	0.1766	0	26	20	61	29	14	4	W
a11	0.0266	0.02	0.9534	0	91.5	38.9	171.2	193.7	326.4	52.9	168.5	67.1	204.2	360.7	0	0	2	3.62	0	0	0	0.2576	0.1082	0	0.43	0.2284	0	0.3124	0.6632	1	39	18	0	10	78	83	W
a14	0.8772	0.1228	0	11	172.9	1116.3	1116.2	1377.2	1388.8	83.3	75.4	1.5	96	171.6	12	18	27	0.33	4.242640687119285	6	15	0.0624	0.2534	0.093	0.9376	0.7466	0.907	0	0	0	13	59	19	89	78	94	W
a6	0.0952	0.9048	0	3	56.2	12.7	140.9	124.5	257.2	4.7	44.5	166.4	47	232.5	141	7	255	36.62	94.75230867899737	134	74	0.0738	0.117	0.0858	0.02	0.883	0.7376	0.9062	0	0.1766	19	26	20	0	29	14	W
a14	0.1192	0.8808	0	43	40.4	48.4	140.5	48.4	208.3	179.9	171.1	35.4	218.5	411.2	147	21	240	34.22	89.09545442950498	126	84	0.1228	0.0624	0.2534	0.8772	0.9376	0.7466	0	0	0	27	13	59	11	89	78	W
a11	0.0956	0.9044	0	8	167.3	164.8	165.2	198.5	219.8	43.7	177	52	206.2	398.5	29	50	245	30.85	14.849242404917495	21	39.5	0.02	0.2576	0.1082	0.0266	0.43	0.2284	0.9534	0.3124	0.6632	2	39	18	0	10	78	W
a14	0.061	0.939	0	87	124.2	147.5	6.3	356.4	501	129.8	64	152.4	295.2	476.1	128	4	258	63.73	87.68124086713189	124	66	0.8808	0.1228	0.0624	0.1192	0.8772	0.9376	0	0	0	240	27	13	43	11	89	W
a11	0.0996	0.9004	0	19	165.6	119.2	49.2	414.3	493.7	161.1	134.4	2.8	408.1	541.4	39	66	246	61.66	19.091883092036785	27	52.5	0.9044	0.02	0.2576	0.0956	0.0266	0.43	0	0.9534	0.3124	245	2	39	8	0	10	W
a6	0.0616	0.9384	0	6	89.5	133.9	81.8	232.8	374.5	95.1	94.3	82.5	96.3	108.7	187	21	260	58.64	117.37972567696688	166	104	0.9048	0.0738	0.117	0.0952	0.02	0.883	0	0.9062	0	255	19	26	3	0	29	W
a6	0.114	0.886	0	27	37.2	202.9	17	208.4	407.2	197.2	16.8	62	399.4	477.6	179	58	227	77.3	85.55992052357225	121	118.5	0.9384	0.9048	0.0738	0.0616	0.0952	0.02	0	0	0.9062	260	255	19	6	3	0	W
a14	0.178	0.822	0	99	70	26.9	99.2	115.1	189.1	180.3	95.8	183.4	371.1	579.1	58	0	226	27.36	41.012193308819754	58	29	0.939	0.8808	0.1228	0.061	0.1192	0.8772	0	0	0	258	240	27	87	43	11	W
a11	0.2778	0.7222	0	47	22.3	163.6	150.4	207.2	231.3	164.8	78.2	113.4	351	386.2	12	142	199	24.28	91.92388155425118	130	77	0.9004	0.9044	0.02	0.0996	0.0956	0.0266	0	0	0.9534	246	245	2	19	8	0	W
a6	0.153	0.847	0	34	81.6	134.6	150.9	233.1	265.1	167.1	186.4	40.9	211.6	423.4	122	45	221	46.9	54.44722215136416	77	83.5	0.886	0.9384	0.9048	0.114	0.0616	0.0952	0	0	0	227	260	255	27	6	3	W
a11	0.0896	0.9104	0	41	48.8	166.6	44.5	260.8	467.2	65.3	127.5	58.1	236.8	396.7	211	75	247	33.6	96.16652224137046	136	143	0.7222	0.9004	0.9044	0.2778	0.0996	0.0956	0	0	0	199	246	245	47	19	8	W
a14	0.0728	0.9272	0	88	74	53.8	136.9	105.9	274.6	45.1	26.9	162.9	115.1	295.3	120	8	260	26.93	79.19595949289332	112	64	0.822	0.939	0.8808	0.178	0.061	0.1192	0	0	0	226	258	240	99	87	43	W
a6	0.1226	0.8774	0	21	135.5	21.2	216	280.9	512.3	49.9	154.4	52.2	227.4	433.9	200	20	237	50.61	127.27922061357856	180	110	0.847	0.886	0.9384	0.153	0.114	0.0616	0	0	0	221	227	260	34	27	6	W
a14	0.0562	0.9438	0	100	66.6	141.8	150.5	247.3	303.7	81.1	164.3	34.5	287.9	476.2	41	0	262	17.01	28.991378028648448	41	20.5	0.9272	0.822	0.939	0.0728	0.178	0.061	0	0	0	260	226	258	88	99	87	W
a11	0.0374	0.9626	0	51	61.7	29.4	138.8	98.4	253.7	60.5	162.3	67.8	265.8	473	248	91	267	16.6	111.01576464628796	157	169.5	0.9104	0.7222	0.9004	0.0896	0.2778	0.0996	0	0	0	247	199	246	41	47	19	W
a14	0.316	0.684	0	100	78.2	209.4	62	280.4	477.6	8.2	247.4	19.3	251.9	512.7	51	0	186	78.84	36.06244584051392	51	25.5	0.9438	0.9272	0.822	0.0562	0.0728	0.178	0	0	0	262	260	226	100	88	99	G
a6	0.2476	0.7524	0	25	247	134.4	249.9	408.1	573.7	133.3	16.2	216.5	277.9	510.1	169	56	210	61.86	79.90306627407988	113	112.5	0.8774	0.847	0.886	0.1226	0.153	0.114	0	0	0	237	221	227	21	34	27	G
a11	0.1898	0.8102	0	68	176	10.9	126.3	344.5	459.9	47.6	177.3	41.2	189.4	332.6	116	34	223	56.72	57.982756057296896	82	75	0.9626	0.9104	0.7222	0.0374	0.0896	0.2778	0	0	0	267	247	199	51	41	47	W
a11	0.5516	0.4484	0	55	202.2	16.8	45.5	399.4	436.7	78.2	81.9	208.5	86.4	330.1	5	117	96	78.37	79.19595949289332	112	61	0.8102	0.9626	0.9104	0.1898	0.0374	0.0896	0	0	0	223	267	247	68	51	41	R
a14	0.8722	0.1278	0	93	70.1	217.1	70.4	225.5	384.6	56.2	221.2	47.3	258.4	432.3	148	14	25	24.71	94.75230867899737	134	81	0.684	0.9438	0.9272	0.316	0.0562	0.0728	0	0	0	186	262	260	100	100	88	G
a6	0.8646	0.1354	0	47	22.5	32.6	40	33.3	44.6	37.3	51.3	244.4	61.5	254.6	128	37	30	16.28	64.34671708797582	91	82.5	0.7524	0.8774	0.847	0.2476	0.1226	0.153	0	0	0	210	237	221	25	21	34	G
a14	0.9292	0.0708	0	77	198.1	194.8	37	239.5	398.4	206.6	44.3	36.8	368.9	380.2	149	15	13	16	94.75230867899737	134	82	0.1278	0.684	0.9438	0.8722	0.316	0.0562	0	0	0	25	186	262	93	100	100	G
a11	0.77	0.1434	0.0866	10	54.9	43.7	53	70.4	80.4	5.6	165	167.1	172.9	175.1	56	8	22	5.42	33.94112549695428	48	32	0.4484	0.8102	0.9626	0.5516	0.1898	0.0374	0	0	0	96	223	267	55	68	51	R
a6	0.9238	0.0762	0	39	48.2	37	204.5	77.9	245.6	214.9	209.9	217.1	249.1	294.1	92	38	16	4.31	38.18376618407357	54	65	0.1354	0.7524	0.8774	0.8646	0.2476	0.1226	0	0	0	30	210	237	47	25	21	G
a6	0.9646	0.0354	0	35	195.7	62.1	97.3	339.4	395.5	134.2	89.2	73.3	193.5	240	84	57	7	7.21	19.091883092036785	27	70.5	0.0762	0.1354	0.7524	0.9238	0.8646	0.2476	0	0	0	16	30	210	39	47	25	G
a11	0.19	0.0132	0.7966	8	41.1	197.9	171	202	269.2	170.2	174	5.4	186.8	356.4	48	6	1	6.97	29.69848480983499	42	27	0.1434	0.4484	0.8102	0.77	0.5516	0.1898	0.0866	0	0	22	96	223	10	55	68	R
a14	0.957	0.043	0	70	51	33.9	214.3	70.3	251	94.4	70.4	98	156.3	217	86	10	7	6.2	53.74011537017761	76	48	0.0708	0.1278	0.684	0.9292	0.8722	0.316	0	0	0	13	25	186	77	93	100	G
a14	0.858	0.142	0	91	186.5	45.5	193.4	355.8	534.6	204.7	191.6	21.2	226.6	410.7	167	18	27	21.68	105.35891039679558	149	92.5	0.043	0.0708	0.1278	0.957	0.9292	0.8722	0	0	0	7	13	25	70	77	93	G
a6	0.8394	0.1606	0	52	10.6	207.6	41.8	215.1	388.6	42.8	198.7	270.1	201.1	284.5	82	59	38	9.93	16.263455967290593	23	70.5	0.0354	0.0762	0.1354	0.9646	0.9238	0.8646	0	0	0	7	16	30	35	39	47	G
a11	0.7296	0.0876	0.183	11	203	71.5	42.3	376.7	418.7	175.2	53.5	70.8	339.3	357.1	19	134	12	8.36	81.31727983645297	115	76.5	0.0132	0.1434	0.4484	0.19	0.77	0.5516	0.7966	0.0866	0	1	22	96	8	10	55	R
a6	0.8724	0.1276	0	62	36.7	157.5	181.1	191.9	216.5	61.7	10.3	199.3	122.3	327.5	88	41	28	16.59	33.23401871576773	47	64.5	0.1606	0.0354	0.0762	0.8394	0.9646	0.9238	0	0	0	38	7	16	52	35	39	G
a14	0.8148	0.1852	0	90	15.4	93.2	15.8	98.7	200.9	158.9	161.1	37	200.3	398.4	121	10	38	15.83	78.48885271170677	111	65.5	0.142	0.043	0.0708	0.858	0.957	0.9292	0	0	0	27	7	13	91	70	77	G
a11	0.5866	0.0882	0.325	25	173.6	74.1	51.3	374.3	399.5	5.3	32.3	2	40.2	71.7	55	18	11	3.94	26.16295090390226	37	36.5	0.0876	0.0132	0.1434	0.7296	0.19	0.77	0.183	0.7966	0.0866	12	1	22	11	8	10	R
a14	0.9362	0.0638	0	94	180.3	160.2	51.1	216.5	383	102.2	18.9	15.8	185.5	200.9	142	14	11	15.78	90.50966799187808	128	78	0.1852	0.142	0.043	0.8148	0.858	0.957	0	0	0	38	27	7	90	91	70	G
a6	0.9286	0.0714	0	45	8.6	179.1	20.1	182.6	354.5	181.9	163.3	93.5	225.9	401.4	96	76	14	9.59	14.142135623730953	20	86	0.1276	0.1606	0.0354	0.8724	0.8394	0.9646	0	0	0	28	38	7	62	52	35	G
a14	0.8424	0.1576	0	96	173.9	56	47.3	376.2	432.3	24.8	148.8	8.6	184.3	325.8	177	12	34	24.78	116.67261889578036	165	94.5	0.0638	0.1852	0.142	0.9362	0.8148	0.858	0	0	0	11	38	27	94	90	91	G
a6	0.9232	0.0768	0	82	20.9	161.1	162.5	180.2	194	162.4	161.5	31.5	195.6	380.2	144	30	17	5.68	80.61017305526642	114	87	0.0714	0.1276	0.1606	0.9286	0.8724	0.8394	0	0	0	14	28	38	45	62	52	G
a11	0.5786	0.0492	0.3722	8	172	171.7	1.7	173.6	343.6	70.1	73.1	61.4	73.1	89.7	50	10	5	3.71	28.284271247461906	40	30	0.0882	0.0876	0.0132	0.5866	0.7296	0.19	0.325	0.183	0.7966	11	12	1	25	11	8	R
a6	0.9212	0.0788	0	85	5.5	39.1	13.9	39.6	86.7	35.2	156.6	149	197.4	207.1	121	26	17	6.45	67.17514421272202	95	73.5	0.0768	0.0714	0.1276	0.9232	0.9286	0.8724	0	0	0	17	14	28	82	45	62	G
a11	0.4032	0.075	0.5216	7	167.7	4	39	338.3	378.3	168	167.9	92.5	172.1	341.1	42	6	10	4.67	25.45584412271571	36	24	0.0492	0.0882	0.0876	0.5786	0.5866	0.7296	0.3722	0.325	0.183	5	11	12	8	25	11	R
a14	0.9356	0.0644	0	93	3	73.1	155	73.1	245.1	16.6	161.1	5.5	168.6	329	132	6	13	3.73	89.09545442950498	126	69	0.1576	0.0638	0.1852	0.8424	0.9362	0.8148	0	0	0	34	11	38	96	94	90	G
a11	0.445	0.1596	0.3954	11	175.5	211.1	93.5	219.5	401.4	94.8	68.8	98.7	138.8	172.7	61	23	26	9.7	26.87005768508881	38	42	0.075	0.0492	0.0882	0.4032	0.5786	0.5866	0.5216	0.3722	0.325	10	5	11	7	8	25	R
a6	0.938	0.062	0	63	71.6	149	149.1	238.2	242.2	50.5	7.7	63.7	106.5	164.2	129	65	13	7.6	45.254833995939045	64	97	0.0788	0.0768	0.0714	0.9212	0.9232	0.9286	0	0	0	17	17	14	85	82	45	G
a14	0.885	0.115	0	92	156.4	15.4	67.1	307.8	360.7	151.4	209.3	166.8	213.4	318.1	116	18	24	3.67	69.29646455628166	98	67	0.0644	0.1576	0.0638	0.9356	0.8424	0.9362	0	0	0	13	34	11	93	96	94	G
a11	0.1758	0.043	0.7812	28	40.6	188.3	64.4	222.1	364.9	206.3	197.5	48.1	282.7	484.5	73	27	5	11.92	32.526911934581186	46	50	0.1596	0.075	0.0492	0.445	0.4032	0.5786	0.3954	0.5216	0.3722	26	10	5	11	7	8	R
a6	0.8908	0.1092	0	25	56	7.7	65.4	106.5	178.1	57.7	14.3	25.6	101.3	118.9	67	15	23	7.7	36.76955262170047	52	41	0.062	0.0788	0.0768	0.938	0.9212	0.9232	0	0	0	13	17	17	63	85	82	G
a14	0.83	0.17	0	92	70.1	155.3	155.7	242.1	243.6	3	14.6	161.6	19.6	171.6	110	10	38	3.71	70.71067811865476	100	60	0.115	0.0644	0.1576	0.885	0.9356	0.8424	0	0	0	24	13	34	92	93	96	G
a14	0.8112	0.1888	0	77	45.1	29.2	18	119	151	70	162	35.8	250.3	441.1	141	18	38	26.96	86.97413408594535	123	79.5	0.17	0.115	0.0644	0.83	0.885	0.9356	0	0	0	38	24	13	92	92	93	G
a6	0.7784	0.2216	0	29	39.9	62.5	28.9	71.4	106.5	159.1	6.5	70.4	314.5	384.6	98	22	52	24.53	53.74011537017761	76	60	0.1092	0.062	0.0788	0.8908	0.938	0.9212	0	0	0	23	13	17	25	63	85	G
a14	0.7606	0.2394	0	83	2.1	166.2	41.1	169.6	295.2	61.6	2.7	83.2	124.2	208.6	114	8	58	45.17	74.95331880577403	106	61	0.1888	0.17	0.115	0.8112	0.83	0.885	0	0	0	38	38	24	77	92	92	R
a6	0.7392	0.2608	0	68	167.5	42.2	8.1	293	343.2	2.1	60.2	2.5	63.7	126.3	55	21	68	44.95	24.041630560342615	34	38	0.2216	0.1092	0.062	0.7784	0.8908	0.938	0	0	0	52	23	13	29	25	63	R
a11	0.0654	0.0446	0.89	21	6.9	75.1	175.2	75.1	254	168.5	205.7	2.3	247	454.5	115	35	5	7.36	56.56854249492381	80	75	0.043	0.1596	0.075	0.1758	0.445	0.4032	0.7812	0.3954	0.5216	5	26	10	28	11	7	R
a6	0.9222	0.0778	0	4	192.9	191.3	10.1	272.7	454.1	62.2	177.2	173.4	192.7	196.5	18	14	19	5.91	2.8284271247461903	4	16	0.2608	0.2216	0.1092	0.7392	0.7784	0.8908	0	0	0	68	52	23	68	29	25	R
a14	0.9312	0.0688	0	23	87.6	89.9	6.7	102.1	185.7	208.7	88.7	173.1	383.2	551.3	37	20	16	2.58	12.020815280171307	17	28.5	0.2394	0.1888	0.17	0.7606	0.8112	0.83	0	0	0	58	38	38	83	77	92	R
a14	0.9084	0.0916	0	21	72.9	75.4	28.1	75.4	147.3	195.7	184.6	35.1	304.8	482.2	45	30	19	12.52	10.606601717798211	15	37.5	0.0688	0.2394	0.1888	0.9312	0.7606	0.8112	0	0	0	16	58	38	23	83	77	R
a6	0.9286	0.0714	0	91	167.4	49.3	48.1	333.4	350.9	164.3	195.3	61.4	240.9	414.5	16	8	16	7.83	5.656854249492381	8	12	0.0778	0.2608	0.2216	0.9222	0.7392	0.7784	0	0	0	19	68	52	4	68	29	G
a11	0.012	0.0116	0.9762	1	168.5	4.9	85.8	333.2	420.9	5.5	5	2.3	6.5	13.7	23	1	2	2.26	15.556349186104043	22	12	0.0446	0.043	0.1596	0.0654	0.1758	0.445	0.89	0.7812	0.3954	5	5	26	21	28	11	R
a6	0.893	0.107	0	11	80.2	13.5	63.5	169.8	244.4	16.3	42	10.8	74.5	125.3	54	29	24	8.53	17.67766952966369	25	41.5	0.0714	0.0778	0.2608	0.9286	0.9222	0.7392	0	0	0	16	19	68	91	4	68	G
a14	0.9798	0.0202	0	29	166.6	164.9	5.6	170.6	332.4	71.6	93.3	65.4	122.1	178.1	40	16	1	7.59	16.97056274847714	24	28	0.0916	0.0688	0.2394	0.9084	0.9312	0.7606	0	0	0	19	16	58	21	23	83	R
a11	0.5392	0.2258	0.235	9	7.2	7.6	2.3	8.2	13.7	57.5	172.8	3.8	213.5	389.8	46	13	32	2.29	23.33452377915607	33	29.5	0.0116	0.0446	0.043	0.012	0.0654	0.1758	0.9762	0.89	0.7812	2	5	5	1	21	28	R
a6	0.8808	0.1192	0	53	193	174.4	26.3	215.2	389.4	178.7	184.4	182.3	205.7	232.6	50	53	24	19.9	2.1213203435596424	3	51.5	0.107	0.0714	0.0778	0.893	0.9286	0.9222	0	0	0	24	16	19	11	91	4	G
a11	0.0012	8e-4	0.998	7	163.7	8.8	87.9	336.2	426.1	53.6	5.9	62.1	109.8	173.2	30	10	0	4.6	14.142135623730953	20	20	0.2258	0.0116	0.0446	0.5392	0.012	0.0654	0.235	0.9762	0.89	32	2	5	9	1	21	R
a6	0.7472	0.2528	0	46	216.5	58.1	224.1	418.6	620.7	200.9	170.1	35.4	269	437.7	32	28	65	25.97	2.8284271247461903	4	30	0.1192	0.107	0.0714	0.8808	0.893	0.9286	0	0	0	24	24	16	53	11	91	R
a11	0.0724	0.1208	0.8066	0	32.2	160.7	189.5	201.4	244.4	218.5	50	163.1	391	523	33	0	29	4.74	23.33452377915607	33	16.5	8e-4	0.2258	0.0116	0.0012	0.5392	0.012	0.998	0.235	0.9762	0	32	2	7	9	1	W
a6	0.5364	0.2548	0.2088	17	56.2	5.9	169.7	109.8	273.6	63.4	38.5	3.6	106.7	146.6	30	9	65	4.61	14.849242404917495	21	19.5	0.2528	0.1192	0.107	0.7472	0.8808	0.893	0	0	0	65	24	24	46	53	11	W
a14	0.077	0.233	0.69	19	162.5	89.1	56	358	393.1	165.1	68.5	167.3	323.2	484.6	13	145	55	3.05	93.33809511662427	132	79	0.0202	0.0916	0.0688	0.9798	0.9084	0.9312	0	0	0	1	19	16	29	21	23	W
a14	0.0756	0.9244	0	79	152.4	208.3	43.8	217.3	398.3	107	39.5	6.7	175.7	208.6	162	22	258	67.6	98.99494936611666	140	92	0.233	0.0202	0.0916	0.077	0.9798	0.9084	0.69	0	0	55	1	19	19	29	21	W
a6	0.1048	0.8952	0	0	95.1	6.4	148.5	184.6	327.8	1.2	12.9	73.4	13.6	78.4	172	4	244	58.68	118.79393923933998	168	88	0.2548	0.2528	0.1192	0.5364	0.7472	0.8808	0.2088	0	0	65	65	24	17	46	53	W
a11	0.0968	0.9032	0	31	144.7	149.1	50.4	149.7	279.8	96.1	23.7	146	211.4	379.9	42	114	249	55.7	50.91168824543142	72	78	0.1208	8e-4	0.2258	0.0724	0.0012	0.5392	0.8066	0.998	0.235	29	0	32	0	7	9	W
a14	0.0866	0.9134	0	83	39.3	154.2	160.9	216.3	251.2	131.4	25.5	61.4	278	314.5	160	2	257	19.02	111.72287142747452	158	81	0.9244	0.233	0.0202	0.0756	0.077	0.9798	0	0.69	0	258	55	1	79	19	29	W
a6	0.0974	0.9026	0	21	42.8	36.2	170.2	53.4	258	158.3	227.6	20.2	241.7	458.9	202	38	235	9.93	115.9655121145938	164	120	0.8952	0.2548	0.2528	0.1048	0.5364	0.7472	0	0.2088	0	244	65	65	0	17	46	W
a11	0.1646	0.8354	0	31	33.7	30.2	44.3	58.7	112.5	148.6	158.6	21.2	177.9	346.9	38	116	234	8.83	55.154328932550705	78	77	0.9032	0.1208	8e-4	0.0968	0.0724	0.0012	0	0.8066	0.998	249	29	0	31	0	7	W
a11	0.3246	0.6754	0	58	155.4	6.5	35.4	314.5	354.4	70.1	43	160.8	126.2	328.5	106	26	185	24.67	56.56854249492381	80	66	0.8354	0.9032	0.1208	0.1646	0.0968	0.0724	0	0	0.8066	234	249	29	31	31	0	W
a6	0.1088	0.8912	0	21	51.2	41.1	47.6	133.6	140.9	155.1	25.7	36.8	319.9	358.6	183	46	235	15.46	96.873629022557	137	114.5	0.9026	0.8952	0.2548	0.0974	0.1048	0.5364	0	0	0.2088	235	244	65	21	0	17	W
a14	0.0384	0.9616	0	99	46.5	63.7	73.3	105.8	240	52.8	197.4	153.8	291.1	334.8	96	2	271	7.3	66.46803743153546	94	49	0.9134	0.9244	0.233	0.0866	0.0756	0.077	0	0	0.69	257	258	55	83	79	19	W
a6	0.0654	0.9346	0	23	47.1	94.9	211.8	120.6	266.2	105.9	26.2	51	186.8	218.8	155	52	250	37.66	72.8319984622144	103	103.5	0.8912	0.9026	0.8952	0.1088	0.0974	0.1048	0	0	0	235	235	244	21	21	0	W
a11	0.10780000000000001	0.8922	0	41	192.3	94.6	52	354.8	398.5	145.7	58.6	154.4	336.2	537.4	210	80	255	31.1	91.92388155425118	130	145	0.6754	0.8354	0.9032	0.3246	0.1646	0.0968	0	0	0	185	234	249	58	31	31	W
a14	0.0302	0.9698	0	99	151.5	44	161.3	346.9	551.7	27.4	53.9	36.2	65.1	143.4	74	1	280	29.17	51.61879502661797	73	37.5	0.9616	0.9134	0.9244	0.0384	0.0866	0.0756	0	0	0	271	257	258	99	83	79	W
